amplitude,phase,timestamp,validflag,ttlin,mark,ttlout
0.06814621628641253,4.079990459207526,273809,0,0,,0
0.08994067727388871,4.161590268391676,273849,0,0,,0
0.11306789595084202,4.243190077575827,273889,0,0,,0
0.13687749972473282,4.324789886759977,273929,0,0,,0
0.16061803918301543,4.406389695944128,273969,0,0,,0
0.183471716965761,4.4879895051282785,274009,0,0,,0
0.2045938862903256,4.569589314312429,274049,0,0,,0
0.22315529341263604,4.65118912349658,274089,0,0,,0
0.23838485426416006,4.73278893268073,274129,0,0,,0
0.24961069060320185,4.814388741864881,274169,0,0,,0
0.2562972099218408,4.895988551049031,274209,0,0,,0
0.2580761938696988,4.977588360233182,274249,0,0,P,0
0.2547701531514788,5.059188169417332,274289,0,0,,0
0.2464065974970577,5.140787978601483,274329,0,0,,0
0.23322233669247927,5.2223877877856335,274369,0,0,,0
0.21565744775825046,5.303987596969784,274409,0,0,,0
0.1943390861611379,5.385587406153935,274449,0,0,,0
0.17005585601498874,5.467187215338085,274489,0,0,,0
0.14372395633263557,5.548787024522236,274533,0,0,,0
0.11634676011970874,5.630386833706386,274573,0,0,,0
0.08896983637397426,5.711986642890537,274609,0,0,,0
0.0626336724655654,5.793586452074687,274649,0,0,,0
0.03832648227069031,5.875186261258838,274689,0,0,,0
0.01693948667248691,5.9567860704429885,274729,0,0,,0
-0.0007730726025554566,6.038385879627139,274769,0,0,,0
-0.014227170678188841,6.11998568881129,274809,0,0,,0
-0.023033826382647504,6.20158549799544,274849,0,0,,0
-0.027014296503641688,0.0,274889,0,0,Z,0
-0.026204920276256833,0.23271056693257727,274930,0,0,,0
-0.020851438191039316,0.46542113386515455,274969,0,0,,0
-0.01139315785812181,0.6981317007977318,275009,0,0,,0
0.0015621339009135177,0.9308422677303091,275049,0,0,,0
0.017271137651836944,1.1635528346628863,275089,0,0,,0
0.03489411163718609,1.3962634015954636,275129,0,0,,0
0.05353796805346321,1.6289739685280409,275169,0,0,,0
0.07230112795405444,1.8616845354606182,275209,0,0,,0
0.09031780037881226,2.0943951023931953,275249,0,0,,0
0.10679940972212806,2.3271056693257726,275289,0,0,,0
0.12107107515503993,2.55981623625835,275329,0,0,,0
0.13260133643217234,2.792526803190927,275369,0,0,,0
0.14102370495483502,3.0252373701235045,275409,0,0,,0
0.14614907578843667,3.2579479370560818,275449,0,0,,0
0.1479685398827009,3.490658503988659,275489,0,0,P,0
0.14664665806640104,3.7233690709212364,275529,-2,0,,0
0.14250577070818687,3.9560796378538137,275569,-2,0,,0
0.13600239125008573,4.1887902047863905,275609,-2,0,,0
0.12769714245298713,4.421500771718968,275649,-2,0,,0
0.11822001920200842,4.654211338651545,275689,-2,0,,0
0.10823298409331555,4.886921905584122,275729,-2,0,,0
0.09839201059655245,5.1196324725167,275769,-2,0,,0
0.08931067861854793,5.352343039449277,275809,0,0,,0
0.08152730068945145,5.585053606381854,275849,0,0,,0
0.0754773221472988,5.817764173314432,275889,0,0,,0
0.07147240997957677,6.050474740247009,275929,0,0,,0
0.06968724188255472,0.0,275969,0,0,Z,0
0.07015455310464316,0.11423973285781065,276009,0,0,,0
0.07276851987506264,0.2284794657156213,276049,0,0,,0
0.07729608196309858,0.34271919857343197,276089,0,0,,0
0.08339536005386188,0.4569589314312426,276129,0,0,,0
0.09063993114654739,0.5711986642890533,276169,0,0,,0
0.09854740876246118,0.6854383971468639,276209,0,0,,0
0.10661055157241886,0.7996781300046746,276249,0,0,,0
0.11432900585552522,0.9139178628624852,276289,0,0,,0
0.12123977965676225,1.028157595720296,276329,0,0,,0
0.12694464894816754,1.1423973285781066,276369,0,0,,0
0.13113290158585675,1.2566370614359172,276409,0,0,,0
